Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-10-28 13:20:00-04:00,687.0599975585938,687.2999877929688,687.0499877929688,687.2650146484375,0,0.0,0.0,0.0
2025-10-28 13:25:00-04:00,687.27001953125,687.27001953125,686.969970703125,687.010009765625,391222,0.0,0.0,0.0
2025-10-28 13:30:00-04:00,687.02001953125,687.1400146484375,686.875,687.0750122070312,363248,0.0,0.0,0.0
2025-10-28 13:35:00-04:00,687.0599975585938,687.280029296875,687.0599975585938,687.125,321793,0.0,0.0,0.0
2025-10-28 13:40:00-04:00,687.1300048828125,687.3255004882812,687.114990234375,687.2999877929688,411281,0.0,0.0,0.0
2025-10-28 13:45:00-04:00,687.2999877929688,687.52001953125,687.1201171875,687.4400024414062,422444,0.0,0.0,0.0
2025-10-28 13:50:00-04:00,687.4400024414062,687.7100219726562,687.4099731445312,687.625,552936,0.0,0.0,0.0
2025-10-28 13:55:00-04:00,687.6199951171875,687.6799926757812,687.3699951171875,687.6016845703125,491838,0.0,0.0,0.0
2025-10-28 14:00:00-04:00,687.6099853515625,687.7080078125,687.5399780273438,687.7000122070312,358477,0.0,0.0,0.0
2025-10-28 14:05:00-04:00,687.7100219726562,687.75,687.55517578125,687.5999755859375,370813,0.0,0.0,0.0
2025-10-28 14:10:00-04:00,687.5999755859375,687.8599853515625,687.5850219726562,687.8250122070312,429252,0.0,0.0,0.0
2025-10-28 14:15:00-04:00,687.8200073242188,688.3300170898438,687.7839965820312,688.3200073242188,653026,0.0,0.0,0.0
2025-10-28 14:20:00-04:00,688.3200073242188,688.4000244140625,688.1799926757812,688.25,593482,0.0,0.0,0.0
2025-10-28 14:25:00-04:00,688.25,688.2999877929688,687.97998046875,688.051025390625,543249,0.0,0.0,0.0
2025-10-28 14:30:00-04:00,688.0549926757812,688.1900024414062,687.9500122070312,688.0,417076,0.0,0.0,0.0
2025-10-28 14:35:00-04:00,688.010009765625,688.02001953125,687.7999877929688,687.8150024414062,300750,0.0,0.0,0.0
2025-10-28 14:40:00-04:00,687.8150024414062,688.0349731445312,687.780029296875,687.97998046875,453307,0.0,0.0,0.0
2025-10-28 14:45:00-04:00,687.969970703125,687.969970703125,687.8200073242188,687.9149780273438,513234,0.0,0.0,0.0
2025-10-28 14:50:00-04:00,687.9199829101562,688.1199951171875,687.9000244140625,688.0709838867188,419821,0.0,0.0,0.0
2025-10-28 14:55:00-04:00,688.0650024414062,688.1699829101562,687.8699951171875,688.155029296875,308797,0.0,0.0,0.0
2025-10-28 15:00:00-04:00,688.1480102539062,688.1480102539062,687.8200073242188,687.9852294921875,1466675,0.0,0.0,0.0
2025-10-28 15:05:00-04:00,687.989990234375,688.2352294921875,687.97998046875,688.22998046875,740214,0.0,0.0,0.0
2025-10-28 15:10:00-04:00,688.219970703125,688.260009765625,688.0941772460938,688.2100219726562,623818,0.0,0.0,0.0
2025-10-28 15:15:00-04:00,688.2100219726562,688.2100219726562,687.97998046875,688.1799926757812,676711,0.0,0.0,0.0
2025-10-28 15:20:00-04:00,688.1849975585938,688.3400268554688,688.135009765625,688.3350219726562,539018,0.0,0.0,0.0
2025-10-28 15:25:00-04:00,688.3300170898438,688.905029296875,688.219970703125,688.6900024414062,987306,0.0,0.0,0.0
2025-10-28 15:30:00-04:00,688.7000122070312,688.7100219726562,688.4299926757812,688.510009765625,1024104,0.0,0.0,0.0
2025-10-28 15:35:00-04:00,688.510009765625,688.5599975585938,687.9500122070312,687.969970703125,1384383,0.0,0.0,0.0
2025-10-28 15:40:00-04:00,687.969970703125,687.969970703125,687.4299926757812,687.530029296875,1584866,0.0,0.0,0.0
2025-10-28 15:45:00-04:00,687.5399780273438,687.77001953125,687.3200073242188,687.3900146484375,1379234,0.0,0.0,0.0
2025-10-28 15:50:00-04:00,687.3800048828125,687.47998046875,686.905029296875,687.260009765625,2021350,0.0,0.0,0.0
2025-10-28 15:55:00-04:00,687.27001953125,687.4600219726562,686.9199829101562,686.97998046875,4043614,0.0,0.0,0.0
2025-10-29 09:30:00-04:00,688.719970703125,688.9400024414062,688.1500244140625,688.8300170898438,2940995,0.0,0.0,0.0
2025-10-29 09:35:00-04:00,688.8400268554688,689.0800170898438,688.6599731445312,688.8699951171875,1336771,0.0,0.0,0.0
2025-10-29 09:40:00-04:00,688.8800048828125,689.260009765625,688.6599731445312,689.22998046875,1082349,0.0,0.0,0.0
2025-10-29 09:45:00-04:00,689.22998046875,689.3599853515625,688.719970703125,688.9201049804688,1403231,0.0,0.0,0.0
2025-10-29 09:50:00-04:00,688.9199829101562,689.4000244140625,688.7100219726562,689.2899780273438,1120784,0.0,0.0,0.0
2025-10-29 09:55:00-04:00,689.2899780273438,689.6900024414062,689.2222900390625,689.5700073242188,1015872,0.0,0.0,0.0
2025-10-29 10:00:00-04:00,689.5900268554688,689.7000122070312,689.0900268554688,689.1851196289062,818305,0.0,0.0,0.0
2025-10-29 10:05:00-04:00,689.1799926757812,689.1900024414062,688.6799926757812,688.8499755859375,943233,0.0,0.0,0.0
2025-10-29 10:10:00-04:00,688.8400268554688,689.0549926757812,688.4500122070312,688.7899780273438,1041169,0.0,0.0,0.0
2025-10-29 10:15:00-04:00,688.7899780273438,688.89599609375,688.530029296875,688.7100219726562,660118,0.0,0.0,0.0
2025-10-29 10:20:00-04:00,688.719970703125,689.0499877929688,688.5750122070312,688.8699951171875,710875,0.0,0.0,0.0
2025-10-29 10:25:00-04:00,688.8499755859375,689.010009765625,688.6400146484375,688.97998046875,780903,0.0,0.0,0.0
2025-10-29 10:30:00-04:00,688.97998046875,689.110107421875,688.739990234375,688.8599853515625,777969,0.0,0.0,0.0
2025-10-29 10:35:00-04:00,688.8800048828125,688.9749755859375,688.6599731445312,688.760009765625,755653,0.0,0.0,0.0
2025-10-29 10:40:00-04:00,688.760009765625,688.8099975585938,688.1900024414062,688.280029296875,998693,0.0,0.0,0.0
2025-10-29 10:45:00-04:00,688.2899780273438,688.5399780273438,688.0900268554688,688.1199951171875,884433,0.0,0.0,0.0
2025-10-29 10:50:00-04:00,688.1199951171875,688.5999755859375,687.8099975585938,688.4650268554688,1139978,0.0,0.0,0.0
2025-10-29 10:55:00-04:00,688.469970703125,688.489990234375,688.2849731445312,688.3499755859375,851189,0.0,0.0,0.0
2025-10-29 11:00:00-04:00,688.3599853515625,688.489990234375,688.0499877929688,688.0571899414062,898823,0.0,0.0,0.0
2025-10-29 11:05:00-04:00,688.0499877929688,688.5399780273438,688.0499877929688,688.3699951171875,1607652,0.0,0.0,0.0
2025-10-29 11:10:00-04:00,688.3900146484375,688.4400024414062,688.0800170898438,688.3699951171875,783417,0.0,0.0,0.0
2025-10-29 11:15:00-04:00,688.3599853515625,688.5700073242188,688.1099853515625,688.5499877929688,788152,0.0,0.0,0.0
2025-10-29 11:20:00-04:00,688.5399780273438,688.77001953125,688.4299926757812,688.7050170898438,758432,0.0,0.0,0.0
2025-10-29 11:25:00-04:00,688.7050170898438,688.819580078125,688.3099975585938,688.3099975585938,921463,0.0,0.0,0.0
2025-10-29 11:30:00-04:00,688.3200073242188,688.3699951171875,688.0700073242188,688.0999755859375,641745,0.0,0.0,0.0
2025-10-29 11:35:00-04:00,688.0900268554688,688.2999877929688,687.8900146484375,688.22998046875,755956,0.0,0.0,0.0
2025-10-29 11:40:00-04:00,688.22998046875,688.3800048828125,688.1099853515625,688.219970703125,621651,0.0,0.0,0.0
2025-10-29 11:45:00-04:00,688.2199096679688,688.3300170898438,687.8400268554688,688.3049926757812,1974507,0.0,0.0,0.0
2025-10-29 11:50:00-04:00,688.3099975585938,688.3599853515625,688.030029296875,688.3200073242188,433394,0.0,0.0,0.0
2025-10-29 11:55:00-04:00,688.3300170898438,688.3300170898438,687.9000244140625,688.0499877929688,428065,0.0,0.0,0.0
2025-10-29 12:00:00-04:00,688.0399780273438,688.0599975585938,687.5900268554688,687.6199951171875,505345,0.0,0.0,0.0
2025-10-29 12:05:00-04:00,687.625,688.1500244140625,687.5900268554688,687.9149780273438,618992,0.0,0.0,0.0
